"LoincNumber","PartNumber","PartTypeName","PartSequenceOrder","PartName"
"83623-9","LP173418-7","Document.Kind","1","Note"
"83623-9","LP173051-6","Document.Setting","1","Outpatient"
"83623-9","LP172947-6","Document.SubjectMatterDomain","1","Geriatric medicine"
"83623-9","LP173075-5","Document.Role","1","Nurse"
"83624-7","LP173418-7","Document.Kind","1","Note"
"83624-7","LP173127-4","Document.TypeOfService","1","Risk assessment and screening"
"83624-7","LP173061-5","Document.Setting","1","{Setting}"
"83624-7","LP172947-6","Document.SubjectMatterDomain","1","Geriatric medicine"
"83624-7","LP173075-5","Document.Role","1","Nurse"
"83625-4","LP173418-7","Document.Kind","1","Note"
"83625-4","LP173056-5","Document.Setting","1","Patient's home"
"83625-4","LP173010-2","Document.SubjectMatterDomain","1","Primary care"
"83625-4","LP173075-5","Document.Role","1","Nurse"
"83626-2","LP173418-7","Document.Kind","1","Note"
"83626-2","LP173061-5","Document.Setting","1","{Setting}"
"83626-2","LP172951-8","Document.SubjectMatterDomain","1","Infectious disease"
"83626-2","LP173075-5","Document.Role","1","Nurse"
"83627-0","LP173418-7","Document.Kind","1","Note"
"83627-0","LP173051-6","Document.Setting","1","Outpatient"
"83627-0","LP172951-8","Document.SubjectMatterDomain","1","Infectious disease"
"83627-0","LP173075-5","Document.Role","1","Nurse"
"83628-8","LP173418-7","Document.Kind","1","Note"
"83628-8","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83628-8","LP173061-5","Document.Setting","1","{Setting}"
"83628-8","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83628-8","LP173075-5","Document.Role","1","Nurse"
"83629-6","LP173418-7","Document.Kind","1","Note"
"83629-6","LP173047-4","Document.Setting","1","Custodial care facility"
"83629-6","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83629-6","LP173075-5","Document.Role","1","Nurse"
"83630-4","LP173418-7","Document.Kind","1","Note"
"83630-4","LP173113-4","Document.TypeOfService","1","Group counseling"
"83630-4","LP173061-5","Document.Setting","1","{Setting}"
"83630-4","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83630-4","LP173075-5","Document.Role","1","Nurse"
"83631-2","LP173418-7","Document.Kind","1","Note"
"83631-2","LP173065-6","Document.Setting","1","Hospital"
"83631-2","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83631-2","LP173075-5","Document.Role","1","Nurse"
"83632-0","LP173418-7","Document.Kind","1","Note"
"83632-0","LP173046-6","Document.Setting","1","Long term care facility"
"83632-0","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83632-0","LP173075-5","Document.Role","1","Nurse"
"83633-8","LP173418-7","Document.Kind","1","Note"
"83633-8","LP173231-4","Document.TypeOfService","1","Medication management"
"83633-8","LP173061-5","Document.Setting","1","{Setting}"
"83633-8","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83633-8","LP173075-5","Document.Role","1","Nurse"
"83634-6","LP173418-7","Document.Kind","1","Note"
"83634-6","LP173051-6","Document.Setting","1","Outpatient"
"83634-6","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83634-6","LP173075-5","Document.Role","1","Nurse"
"83635-3","LP173418-7","Document.Kind","1","Note"
"83635-3","LP173209-0","Document.TypeOfService","1","Plan of care"
"83635-3","LP173061-5","Document.Setting","1","{Setting}"
"83635-3","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83635-3","LP173075-5","Document.Role","1","Nurse"
"83636-1","LP173418-7","Document.Kind","1","Note"
"83636-1","LP173242-1","Document.TypeOfService","1","Triage"
"83636-1","LP173061-5","Document.Setting","1","{Setting}"
"83636-1","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83636-1","LP173075-5","Document.Role","1","Nurse"
"83637-9","LP173418-7","Document.Kind","1","Note"
"83637-9","LP173061-5","Document.Setting","1","{Setting}"
"83637-9","LP172899-9","Document.SubjectMatterDomain","1","Nutrition and dietetics"
"83637-9","LP173075-5","Document.Role","1","Nurse"
"83638-7","LP173418-7","Document.Kind","1","Note"
"83638-7","LP173061-5","Document.Setting","1","{Setting}"
"83638-7","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83638-7","LP173075-5","Document.Role","1","Nurse"
"83639-5","LP173418-7","Document.Kind","1","Note"
"83639-5","LP173051-6","Document.Setting","1","Outpatient"
"83639-5","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83639-5","LP173075-5","Document.Role","1","Nurse"
"83640-3","LP173418-7","Document.Kind","1","Note"
"83640-3","LP173234-8","Document.TypeOfService","1","Procedure"
"83640-3","LP173061-5","Document.Setting","1","{Setting}"
"83640-3","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83640-3","LP173075-5","Document.Role","1","Nurse"
"83641-1","LP173418-7","Document.Kind","1","Note"
"83641-1","LP173061-5","Document.Setting","1","{Setting}"
"83641-1","LP172982-3","Document.SubjectMatterDomain","1","Palliative care"
"83641-1","LP173075-5","Document.Role","1","Nurse"
"83642-9","LP173418-7","Document.Kind","1","Note"
"83642-9","LP173242-1","Document.TypeOfService","1","Triage"
"83642-9","LP173061-5","Document.Setting","1","{Setting}"
"83642-9","LP173010-2","Document.SubjectMatterDomain","1","Primary care"
"83642-9","LP173075-5","Document.Role","1","Nurse"
"83643-7","LP173418-7","Document.Kind","1","Note"
"83643-7","LP173043-3","Document.Setting","1","Emergency department"
"83643-7","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83644-5","LP173418-7","Document.Kind","1","Note"
"83644-5","LP173065-6","Document.Setting","1","Hospital"
"83644-5","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83645-2","LP173418-7","Document.Kind","1","Note"
"83645-2","LP173046-6","Document.Setting","1","Long term care facility"
"83645-2","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83646-0","LP173418-7","Document.Kind","1","Note"
"83646-0","LP173231-4","Document.TypeOfService","1","Medication management"
"83646-0","LP173061-5","Document.Setting","1","{Setting}"
"83646-0","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83647-8","LP173418-7","Document.Kind","1","Note"
"83647-8","LP173061-5","Document.Setting","1","{Setting}"
"83647-8","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83647-8","LP173075-5","Document.Role","1","Nurse"
"83648-6","LP173418-7","Document.Kind","1","Note"
"83648-6","LP173051-6","Document.Setting","1","Outpatient"
"83648-6","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83648-6","LP173075-5","Document.Role","1","Nurse"
"83649-4","LP173418-7","Document.Kind","1","Note"
"83649-4","LP173204-1","Document.TypeOfService","1","Initial evaluation"
"83649-4","LP173051-6","Document.Setting","1","Outpatient"
"83649-4","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83650-2","LP173418-7","Document.Kind","1","Note"
"83650-2","LP173051-6","Document.Setting","1","Outpatient"
"83650-2","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83651-0","LP173418-7","Document.Kind","1","Note"
"83651-0","LP173234-8","Document.TypeOfService","1","Procedure"
"83651-0","LP173051-6","Document.Setting","1","Outpatient"
"83651-0","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83652-8","LP173418-7","Document.Kind","1","Note"
"83652-8","LP173127-4","Document.TypeOfService","1","Risk assessment and screening"
"83652-8","LP173061-5","Document.Setting","1","{Setting}"
"83652-8","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83653-6","LP173418-7","Document.Kind","1","Note"
"83653-6","LP173110-0","Document.TypeOfService","1","Consultation"
"83653-6","LP173061-5","Document.Setting","1","{Setting}"
"83653-6","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83653-6","LP173073-0","Document.Role","1","Team"
"83654-4","LP173418-7","Document.Kind","1","Note"
"83654-4","LP173061-5","Document.Setting","1","{Setting}"
"83654-4","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83654-4","LP173073-0","Document.Role","1","Team"
"83655-1","LP173418-7","Document.Kind","1","Note"
"83655-1","LP173059-9","Document.Setting","1","Telephone encounter"
"83655-1","LP172981-5","Document.SubjectMatterDomain","1","Pain medicine"
"83656-9","LP173418-7","Document.Kind","1","Note"
"83656-9","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83656-9","LP173061-5","Document.Setting","1","{Setting}"
"83656-9","LP173031-8","Document.SubjectMatterDomain","1","Thoracic and cardiac surgery"
"83656-9","LP173085-4","Document.Role","1","Physician attending"
"83657-7","LP173418-7","Document.Kind","1","Note"
"83657-7","LP173061-5","Document.Setting","1","{Setting}"
"83657-7","LP173031-8","Document.SubjectMatterDomain","1","Thoracic and cardiac surgery"
"83657-7","LP173085-4","Document.Role","1","Physician attending"
"83658-5","LP173418-7","Document.Kind","1","Note"
"83658-5","LP173061-5","Document.Setting","1","{Setting}"
"83658-5","LP172932-8","Document.SubjectMatterDomain","1","Colon and rectal surgery"
"83658-5","LP173085-4","Document.Role","1","Physician attending"
"83659-3","LP173418-7","Document.Kind","1","Note"
"83659-3","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83659-3","LP173061-5","Document.Setting","1","{Setting}"
"83659-3","LP172963-3","Document.SubjectMatterDomain","1","Neurological surgery"
"83659-3","LP173085-4","Document.Role","1","Physician attending"
"83660-1","LP173418-7","Document.Kind","1","Note"
"83660-1","LP173061-5","Document.Setting","1","{Setting}"
"83660-1","LP172963-3","Document.SubjectMatterDomain","1","Neurological surgery"
"83660-1","LP173085-4","Document.Role","1","Physician attending"
"83661-9","LP173418-7","Document.Kind","1","Note"
"83661-9","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"83661-9","LP173061-5","Document.Setting","1","{Setting}"
"83661-9","LP172963-3","Document.SubjectMatterDomain","1","Neurological surgery"
"83661-9","LP173085-4","Document.Role","1","Physician attending"
"83662-7","LP173418-7","Document.Kind","1","Note"
"83662-7","LP173061-5","Document.Setting","1","{Setting}"
"83662-7","LP172902-1","Document.SubjectMatterDomain","1","Oral and maxillofacial surgery"
"83662-7","LP173085-4","Document.Role","1","Physician attending"
"83663-5","LP173418-7","Document.Kind","1","Note"
"83663-5","LP173061-5","Document.Setting","1","{Setting}"
"83663-5","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"83663-5","LP173085-4","Document.Role","1","Physician attending"
"83664-3","LP173418-7","Document.Kind","1","Note"
"83664-3","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"83664-3","LP173061-5","Document.Setting","1","{Setting}"
"83664-3","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"83664-3","LP173085-4","Document.Role","1","Physician attending"
"83665-0","LP173418-7","Document.Kind","1","Note"
"83665-0","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83665-0","LP173061-5","Document.Setting","1","{Setting}"
"83665-0","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"83665-0","LP173085-4","Document.Role","1","Physician attending"
"83666-8","LP173418-7","Document.Kind","1","Note"
"83666-8","LP173061-5","Document.Setting","1","{Setting}"
"83666-8","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"83666-8","LP173085-4","Document.Role","1","Physician attending"
"83667-6","LP173418-7","Document.Kind","1","Note"
"83667-6","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"83667-6","LP173061-5","Document.Setting","1","{Setting}"
"83667-6","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"83667-6","LP173085-4","Document.Role","1","Physician attending"
"83668-4","LP173418-7","Document.Kind","1","Note"
"83668-4","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83668-4","LP173061-5","Document.Setting","1","{Setting}"
"83668-4","LP173011-0","Document.SubjectMatterDomain","1","Psychiatry"
"83668-4","LP173085-4","Document.Role","1","Physician attending"
"83669-2","LP173418-7","Document.Kind","1","Note"
"83669-2","LP173065-6","Document.Setting","1","Hospital"
"83669-2","LP173011-0","Document.SubjectMatterDomain","1","Psychiatry"
"83669-2","LP173085-4","Document.Role","1","Physician attending"
"83670-0","LP173418-7","Document.Kind","1","Note"
"83670-0","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83670-0","LP173061-5","Document.Setting","1","{Setting}"
"83670-0","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"83670-0","LP173085-4","Document.Role","1","Physician attending"
"83671-8","LP173418-7","Document.Kind","1","Note"
"83671-8","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83671-8","LP173045-8","Document.Setting","1","Intensive care unit"
"83671-8","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"83671-8","LP173085-4","Document.Role","1","Physician attending"
"83672-6","LP173418-7","Document.Kind","1","Note"
"83672-6","LP173045-8","Document.Setting","1","Intensive care unit"
"83672-6","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"83672-6","LP173085-4","Document.Role","1","Physician attending"
"83673-4","LP173418-7","Document.Kind","1","Note"
"83673-4","LP173214-0","Document.TypeOfService","1","Surgical operation"
"83673-4","LP173061-5","Document.Setting","1","{Setting}"
"83673-4","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"83673-4","LP173085-4","Document.Role","1","Physician attending"
"83674-2","LP173418-7","Document.Kind","1","Note"
"83674-2","LP173051-6","Document.Setting","1","Outpatient"
"83674-2","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"83674-2","LP173085-4","Document.Role","1","Physician attending"
"83675-9","LP173418-7","Document.Kind","1","Note"
"83675-9","LP173215-7","Document.TypeOfService","1","Postoperative evaluation and management"
"83675-9","LP173061-5","Document.Setting","1","{Setting}"
"83675-9","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"83675-9","LP173085-4","Document.Role","1","Physician attending"
"83676-7","LP173418-7","Document.Kind","1","Note"
"83676-7","LP173061-5","Document.Setting","1","{Setting}"
"83676-7","LP173033-4","Document.SubjectMatterDomain","1","Transplant surgery"
"83676-7","LP173085-4","Document.Role","1","Physician attending"
"83677-5","LP173418-7","Document.Kind","1","Note"
"83677-5","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83677-5","LP173061-5","Document.Setting","1","{Setting}"
"83677-5","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"83677-5","LP173085-4","Document.Role","1","Physician attending"
"83678-3","LP173418-7","Document.Kind","1","Note"
"83678-3","LP173061-5","Document.Setting","1","{Setting}"
"83678-3","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"83678-3","LP173085-4","Document.Role","1","Physician attending"
"83679-1","LP173418-7","Document.Kind","1","Note"
"83679-1","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"83679-1","LP173061-5","Document.Setting","1","{Setting}"
"83679-1","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"83679-1","LP173085-4","Document.Role","1","Physician attending"
"83680-9","LP173418-7","Document.Kind","1","Note"
"83680-9","LP173061-5","Document.Setting","1","{Setting}"
"83680-9","LP172918-7","Document.SubjectMatterDomain","1","Anesthesiology"
"83680-9","LP173085-4","Document.Role","1","Physician attending"
"83681-7","LP173418-7","Document.Kind","1","Note"
"83681-7","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"83681-7","LP173061-5","Document.Setting","1","{Setting}"
"83681-7","LP172918-7","Document.SubjectMatterDomain","1","Anesthesiology"
"83681-7","LP173085-4","Document.Role","1","Physician attending"
"83682-5","LP173418-7","Document.Kind","1","Note"
"83682-5","LP173061-5","Document.Setting","1","{Setting}"
"83682-5","LP172935-1","Document.SubjectMatterDomain","1","Dermatology"
"83682-5","LP173085-4","Document.Role","1","Physician attending"
"83683-3","LP173418-7","Document.Kind","1","Note"
"83683-3","LP173061-5","Document.Setting","1","{Setting}"
"83683-3","LP172941-9","Document.SubjectMatterDomain","1","Endocrinology"
"83683-3","LP173085-4","Document.Role","1","Physician attending"
"83684-1","LP173418-7","Document.Kind","1","Note"
"83684-1","LP173061-5","Document.Setting","1","{Setting}"
"83684-1","LP172945-0","Document.SubjectMatterDomain","1","Gastroenterology"
"83684-1","LP173085-4","Document.Role","1","Physician attending"
"83685-8","LP173418-7","Document.Kind","1","Note"
"83685-8","LP173110-0","Document.TypeOfService","1","Consultation"
"83685-8","LP173061-5","Document.Setting","1","{Setting}"
"83685-8","LP175685-9","Document.SubjectMatterDomain","1","Hematology"
"83685-8","LP175686-7","Document.SubjectMatterDomain","2","Medical Oncology"
"83685-8","LP173085-4","Document.Role","1","Physician attending"
"83686-6","LP173418-7","Document.Kind","1","Note"
"83686-6","LP173061-5","Document.Setting","1","{Setting}"
"83686-6","LP175685-9","Document.SubjectMatterDomain","1","Hematology"
"83686-6","LP175686-7","Document.SubjectMatterDomain","2","Medical Oncology"
"83686-6","LP173085-4","Document.Role","1","Physician attending"
"83687-4","LP173418-7","Document.Kind","1","Note"
"83687-4","LP173061-5","Document.Setting","1","{Setting}"
"83687-4","LP172962-5","Document.SubjectMatterDomain","1","Nephrology"
"83687-4","LP173085-4","Document.Role","1","Physician attending"
"83688-2","LP173418-7","Document.Kind","1","Note"
"83688-2","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83688-2","LP173061-5","Document.Setting","1","{Setting}"
"83688-2","LP172964-1","Document.SubjectMatterDomain","1","Neurology"
"83688-2","LP173085-4","Document.Role","1","Physician attending"
"83689-0","LP173418-7","Document.Kind","1","Note"
"83689-0","LP173061-5","Document.Setting","1","{Setting}"
"83689-0","LP172964-1","Document.SubjectMatterDomain","1","Neurology"
"83689-0","LP173085-4","Document.Role","1","Physician attending"
"83690-8","LP173418-7","Document.Kind","1","Note"
"83690-8","LP173061-5","Document.Setting","1","{Setting}"
"83690-8","LP172971-6","Document.SubjectMatterDomain","1","Obstetrics and gynecology"
"83690-8","LP173085-4","Document.Role","1","Physician attending"
"83691-6","LP173418-7","Document.Kind","1","Note"
"83691-6","LP173061-5","Document.Setting","1","{Setting}"
"83691-6","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"83691-6","LP173085-4","Document.Role","1","Physician attending"
"83692-4","LP173418-7","Document.Kind","1","Note"
"83692-4","LP173214-0","Document.TypeOfService","1","Surgical operation"
"83692-4","LP173061-5","Document.Setting","1","{Setting}"
"83692-4","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"83692-4","LP173085-4","Document.Role","1","Physician attending"
"83693-2","LP173418-7","Document.Kind","1","Note"
"83693-2","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"83693-2","LP173061-5","Document.Setting","1","{Setting}"
"83693-2","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"83693-2","LP173085-4","Document.Role","1","Physician attending"
"83694-0","LP173418-7","Document.Kind","1","Note"
"83694-0","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83694-0","LP173061-5","Document.Setting","1","{Setting}"
"83694-0","LP172980-7","Document.SubjectMatterDomain","1","Otolaryngology"
"83694-0","LP173085-4","Document.Role","1","Physician attending"
"83695-7","LP173418-7","Document.Kind","1","Note"
"83695-7","LP173061-5","Document.Setting","1","{Setting}"
"83695-7","LP172980-7","Document.SubjectMatterDomain","1","Otolaryngology"
"83695-7","LP173085-4","Document.Role","1","Physician attending"
"83696-5","LP173418-7","Document.Kind","1","Note"
"83696-5","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"83696-5","LP173061-5","Document.Setting","1","{Setting}"
"83696-5","LP172980-7","Document.SubjectMatterDomain","1","Otolaryngology"
"83696-5","LP173085-4","Document.Role","1","Physician attending"
"83697-3","LP173418-7","Document.Kind","1","Note"
"83697-3","LP173061-5","Document.Setting","1","{Setting}"
"83697-3","LP173016-9","Document.SubjectMatterDomain","1","Radiation oncology"
"83697-3","LP173085-4","Document.Role","1","Physician attending"
"83698-1","LP173418-7","Document.Kind","1","Note"
"83698-1","LP173061-5","Document.Setting","1","{Setting}"
"83698-1","LP173023-5","Document.SubjectMatterDomain","1","Rheumatology"
"83698-1","LP173085-4","Document.Role","1","Physician attending"
"83699-9","LP173418-7","Document.Kind","1","Note"
"83699-9","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83699-9","LP173061-5","Document.Setting","1","{Setting}"
"83699-9","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"83699-9","LP173085-4","Document.Role","1","Physician attending"
"83700-5","LP173418-7","Document.Kind","1","Note"
"83700-5","LP173061-5","Document.Setting","1","{Setting}"
"83700-5","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"83700-5","LP173085-4","Document.Role","1","Physician attending"
"83701-3","LP173418-7","Document.Kind","1","Note"
"83701-3","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"83701-3","LP173061-5","Document.Setting","1","{Setting}"
"83701-3","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"83701-3","LP173085-4","Document.Role","1","Physician attending"
"83702-1","LP173418-7","Document.Kind","1","Note"
"83702-1","LP173061-5","Document.Setting","1","{Setting}"
"83702-1","LP172947-6","Document.SubjectMatterDomain","1","Geriatric medicine"
"83702-1","LP173085-4","Document.Role","1","Physician attending"
"83703-9","LP173418-7","Document.Kind","1","Note"
"83703-9","LP173056-5","Document.Setting","1","Patient's home"
"83703-9","LP173010-2","Document.SubjectMatterDomain","1","Primary care"
"83703-9","LP173085-4","Document.Role","1","Physician attending"
"83704-7","LP173418-7","Document.Kind","1","Note"
"83704-7","LP173061-5","Document.Setting","1","{Setting}"
"83704-7","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83704-7","LP173085-4","Document.Role","1","Physician attending"
"83705-4","LP173418-7","Document.Kind","1","Note"
"83705-4","LP173061-5","Document.Setting","1","{Setting}"
"83705-4","LP172982-3","Document.SubjectMatterDomain","1","Palliative care"
"83705-4","LP173085-4","Document.Role","1","Physician attending"
"83706-2","LP173418-7","Document.Kind","1","Note"
"83706-2","LP173204-1","Document.TypeOfService","1","Initial evaluation"
"83706-2","LP173061-5","Document.Setting","1","{Setting}"
"83706-2","LP173010-2","Document.SubjectMatterDomain","1","Primary care"
"83706-2","LP173085-4","Document.Role","1","Physician attending"
"83707-0","LP173387-4","Document.Kind","1","Administrative note"
"83707-0","LP173061-5","Document.Setting","1","{Setting}"
"83707-0","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83708-8","LP173418-7","Document.Kind","1","Note"
"83708-8","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83708-8","LP173061-5","Document.Setting","1","{Setting}"
"83708-8","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83709-6","LP173418-7","Document.Kind","1","Note"
"83709-6","LP173061-5","Document.Setting","1","{Setting}"
"83709-6","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83709-6","LP173085-4","Document.Role","1","Physician attending"
"83710-4","LP173418-7","Document.Kind","1","Note"
"83710-4","LP173061-5","Document.Setting","1","{Setting}"
"83710-4","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83710-4","LP173067-2","Document.Role","1","Case manager"
"83711-2","LP173418-7","Document.Kind","1","Note"
"83711-2","LP173099-5","Document.TypeOfService","1","Conference"
"83711-2","LP173061-5","Document.Setting","1","{Setting}"
"83711-2","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83712-0","LP173418-7","Document.Kind","1","Note"
"83712-0","LP173221-5","Document.TypeOfService","1","Discharge summary"
"83712-0","LP173061-5","Document.Setting","1","{Setting}"
"83712-0","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83713-8","LP173418-7","Document.Kind","1","Note"
"83713-8","LP173061-5","Document.Setting","1","{Setting}"
"83713-8","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83713-8","LP173072-2","Document.Role","1","Interdisciplinary"
"83714-6","LP173418-7","Document.Kind","1","Note"
"83714-6","LP173117-5","Document.TypeOfService","1","Education"
"83714-6","LP173061-5","Document.Setting","1","{Setting}"
"83714-6","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83715-3","LP173418-7","Document.Kind","1","Note"
"83715-3","LP173198-5","Document.TypeOfService","1","History and physical"
"83715-3","LP173061-5","Document.Setting","1","{Setting}"
"83715-3","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83716-1","LP173418-7","Document.Kind","1","Note"
"83716-1","LP173056-5","Document.Setting","1","Patient's home"
"83716-1","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83717-9","LP173418-7","Document.Kind","1","Note"
"83717-9","LP173204-1","Document.TypeOfService","1","Initial evaluation"
"83717-9","LP173061-5","Document.Setting","1","{Setting}"
"83717-9","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83718-7","LP173418-7","Document.Kind","1","Note"
"83718-7","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83718-7","LP173065-6","Document.Setting","1","Hospital"
"83718-7","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83719-5","LP173418-7","Document.Kind","1","Note"
"83719-5","LP173065-6","Document.Setting","1","Hospital"
"83719-5","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83720-3","LP173418-7","Document.Kind","1","Note"
"83720-3","LP173110-0","Document.TypeOfService","1","Consultation"
"83720-3","LP173046-6","Document.Setting","1","Long term care facility"
"83720-3","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83721-1","LP173418-7","Document.Kind","1","Note"
"83721-1","LP173046-6","Document.Setting","1","Long term care facility"
"83721-1","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83722-9","LP173418-7","Document.Kind","1","Note"
"83722-9","LP173110-0","Document.TypeOfService","1","Consultation"
"83722-9","LP173061-5","Document.Setting","1","{Setting}"
"83722-9","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83722-9","LP173075-5","Document.Role","1","Nurse"
"83723-7","LP173418-7","Document.Kind","1","Note"
"83723-7","LP173061-5","Document.Setting","1","{Setting}"
"83723-7","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83723-7","LP173075-5","Document.Role","1","Nurse"
"83724-5","LP173418-7","Document.Kind","1","Note"
"83724-5","LP173204-1","Document.TypeOfService","1","Initial evaluation"
"83724-5","LP173051-6","Document.Setting","1","Outpatient"
"83724-5","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83725-2","LP173418-7","Document.Kind","1","Note"
"83725-2","LP173051-6","Document.Setting","1","Outpatient"
"83725-2","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83726-0","LP173418-7","Document.Kind","1","Note"
"83726-0","LP173204-1","Document.TypeOfService","1","Initial evaluation"
"83726-0","LP173061-5","Document.Setting","1","{Setting}"
"83726-0","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83726-0","LP173084-7","Document.Role","1","Physician"
"83727-8","LP173418-7","Document.Kind","1","Note"
"83727-8","LP173061-5","Document.Setting","1","{Setting}"
"83727-8","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83727-8","LP173084-7","Document.Role","1","Physician"
"83728-6","LP173418-7","Document.Kind","1","Note"
"83728-6","LP173234-8","Document.TypeOfService","1","Procedure"
"83728-6","LP173061-5","Document.Setting","1","{Setting}"
"83728-6","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83729-4","LP173418-7","Document.Kind","1","Note"
"83729-4","LP173061-5","Document.Setting","1","{Setting}"
"83729-4","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83729-4","LP173089-6","Document.Role","1","Physician resident"
